Press: Table 1
Date	Link	Headline	Paper	Desc	Desc				Add	
30 Jan 1802	Pre 44	[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July].	"Columbian Centinel, XXXVI (44)"	 			"[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July]. (1802, January 30"	"[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July]. (1802, January 30). Columbian Centinel, XXXVI (44)"	"[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July]. (1802, January 30). Columbian Centinel, XXXVI (44), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-10644FB70358F539%402379256-10644FB750DBE4EF%401-10644FB8C2BA7BDF%40%255BHonduras%253B%2BAmerican%2BVessels%253B%2BAntigua%253B%2BBritish%2BWest-Indies%253B%2BParliament%253B%2BJuly%255D."	
26 Feb 1802	Pre 88	[Dove; Daniel Hubbard; Bay; Honduras; Gulf-Stream].	Evening Post (88)	 			"[Dove; Daniel Hubbard; Bay; Honduras; Gulf-Stream]. (1802, February 26"	"[Dove; Daniel Hubbard; Bay; Honduras; Gulf-Stream]. (1802, February 26). Evening Post (88)"	"[Dove; Daniel Hubbard; Bay; Honduras; Gulf-Stream]. (1802, February 26). Evening Post (88), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10945F2563DD7908%40EANX-10985DD7462BC9C8%402379283-10985DD7A6FE7BA0%402-10985DD8F78BAE48%40%255BDove%253B%2BDaniel%2BHubbard%253B%2BBay%253B%2BHonduras%253B%2BGulf-Stream%255D."	
19 Mar 1802	Pre 5062	"Extract of a Letter from the Bay of Honduras, Dated 19th Feb."	"New-York Gazette, XV (5062)"	Trade up			"Extract of a Letter from the Bay of Honduras, Dated 19th Feb. (1802, March 19"	"Extract of a Letter from the Bay of Honduras, Dated 19th Feb. (1802, March 19). New-York Gazette, XV (5062)"	"Extract of a Letter from the Bay of Honduras, Dated 19th Feb. (1802, March 19). New-York Gazette, XV (5062), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D345D01D2428C8%40EANX-10D35F4E37650F90%402379304-10D35F4EC7F212A8%402-10D35F519F5E4600%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2B19th%2BFeb."	
11 Sep 1802	Pre 3142	Bay of Honduras.	Mercantile Advertiser (3142)	 			"Bay of Honduras. (1802, September 11"	"Bay of Honduras. (1802, September 11). Mercantile Advertiser (3142)"	"Bay of Honduras. (1802, September 11). Mercantile Advertiser (3142), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10CF6C4289A80008%402379480-10CF6C42E11E5138%401-10CF6C46782D8010%40Bay%2Bof%2BHonduras."	
6 Dec 1802	Pre 5293	"Extract of a Letter Form the Bay of Honduras, Dated Sept. 14, 1802."	"New-York Gazette, XV (5293)"	All well			"Extract of a Letter Form the Bay of Honduras, Dated Sept. 14, 1802. (1802, December 6"	"Extract of a Letter Form the Bay of Honduras, Dated Sept. 14, 1802. (1802, December 6). New-York Gazette, XV (5293)"	"Extract of a Letter Form the Bay of Honduras, Dated Sept. 14, 1802. (1802, December 6). New-York Gazette, XV (5293), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D345D01D2428C8%40EANX-10D361B967F4CE38%402379566-10D361B9A8E9B1A0%401-10D361BD011C7068%40Extract%2Bof%2Ba%2BLetter%2BForm%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSept.%2B14%252C%2B1802."	
14 Dec 1802	Pre 3222	"Extract of a Letter from the Bay of Honduras Dated Sept. 14, 1802."	Mercantile Advertiser (3222)	 			"Extract of a Letter from the Bay of Honduras Dated Sept. 14, 1802. (1802, December 14"	"Extract of a Letter from the Bay of Honduras Dated Sept. 14, 1802. (1802, December 14). Mercantile Advertiser (3222)"	"Extract of a Letter from the Bay of Honduras Dated Sept. 14, 1802. (1802, December 14). Mercantile Advertiser (3222), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10CF6E37A5E16B10%402379574-10CF6E37F98109F0%401-10CF6E3B1ACDDCB8%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%2BDated%2BSept.%2B14%252C%2B1802."	
13 Jan 1803	Pre sn	"""Court Circular."""	Times	Sp restrict Log			1	"""Court Circular."" Times, 13 Jan. 1803"	"""Court Circular."" Times, 13 Jan. 1803, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS34087981/TTDA?u=camb55135&sid=TTDA&xid=23915639. Accessed 17 Feb. 2021."	
27 Jan 1803	Pre sn	"""Court Circular."""	Times	All well ?			1	"""Court Circular."" Times, 27 Jan. 1803"	"""Court Circular."" Times, 27 Jan. 1803, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS34087995/TTDA?u=camb55135&sid=TTDA&xid=c448e7ec. Accessed 17 Feb. 2021."	
4 Feb 1803	Pre 1654	[Admiral Berkely; House; Commons; Nov; His Majesty's Ministers; Government; Spain; Bay Honduras; Campeche].	"Commercial Advertiser, VI (1654)"	 			"[Admiral Berkely; House; Commons; Nov; His Majesty's Ministers; Government; Spain; Bay Honduras; Campeche]. (1803, February 4"	"[Admiral Berkely; House; Commons; Nov; His Majesty's Ministers; Government; Spain; Bay Honduras; Campeche]. (1803, February 4). Commercial Advertiser, VI (1654)"	"[Admiral Berkely; House; Commons; Nov; His Majesty's Ministers; Government; Spain; Bay Honduras; Campeche]. (1803, February 4). Commercial Advertiser, VI (1654), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E924036998A0%40EANX-106D231B14EFF350%402379626-106D231B92D96105%402-106D231D818CF22C%40%255BAdmiral%2BBerkely%253B%2BHouse%253B%2BCommons%253B%2BNov%253B%2BHis%2BMajesty%2527s%2BMinisters%253B%2BGovernment%253B%2BSpain%253B%2BBay%2BHonduras%253B%2BCampeche%255D."	
11 Mar 1803	Pre 1166	[Friday; Saturday; Holland; Honduras; Buonaparte; London; French].	"Albany Register, XV (1166)"	 			"[Friday; Saturday; Holland; Honduras; Buonaparte; London; French]. (1803, March 11"	"[Friday; Saturday; Holland; Honduras; Buonaparte; London; French]. (1803, March 11). Albany Register, XV (1166)"	"[Friday; Saturday; Holland; Honduras; Buonaparte; London; French]. (1803, March 11). Albany Register, XV (1166), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C777DB3A9D37F0%40EANX-110C60F711BA1218%402379661-110C60F765387CF8%402-110C60F833D09E30%40%255BFriday%253B%2BSaturday%253B%2BHolland%253B%2BHonduras%253B%2BBuonaparte%253B%2BLondon%253B%2BFrench%255D."	
18 Mar 1803	Pre 1688	[Brig William; Bay; Honduras; Governor; Col. Barrow; England; Capt. Howland].	"Commercial Advertiser, VI (1688)"	 			"[Brig William; Bay; Honduras; Governor; Col. Barrow; England; Capt. Howland]. (1803, March 18"	"[Brig William; Bay; Honduras; Governor; Col. Barrow; England; Capt. Howland]. (1803, March 18). Commercial Advertiser, VI (1688)"	"[Brig William; Bay; Honduras; Governor; Col. Barrow; England; Capt. Howland]. (1803, March 18). Commercial Advertiser, VI (1688), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E924036998A0%40EANX-106D23953316A0A5%402379668-106D2395AA2DEB41%402-106D239768069F88%40%255BBrig%2BWilliam%253B%2BBay%253B%2BHonduras%253B%2BGovernor%253B%2BCol.%2BBarrow%253B%2BEngland%253B%2BCapt.%2BHowland%255D."	
19 Mar 1803	Pre 588	[William; Honduras; Governor; Col. Barrow; Howland; Spaniards; English].	"Spectator, VI (588)"	 			"[William; Honduras; Governor; Col. Barrow; Howland; Spaniards; English]. (1803, March 19"	"[William; Honduras; Governor; Col. Barrow; Howland; Spaniards; English]. (1803, March 19). Spectator, VI (588)"	"[William; Honduras; Governor; Col. Barrow; Howland; Spaniards; English]. (1803, March 19). Spectator, VI (588), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEC4158FF6DE8%40EANX-10E58EE96B4E9028%402379669-10E58EE9CE72AB60%402-10E58EEB20018AE0%40%255BWilliam%253B%2BHonduras%253B%2BGovernor%253B%2BCol.%2BBarrow%253B%2BHowland%253B%2BSpaniards%253B%2BEnglish%255D."	
26 Mar 1803	Pre 8	[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards].	"Columbian Centinel, XXXIX (8)"	 			"[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards]. (1803, March 26"	"[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards]. (1803, March 26). Columbian Centinel, XXXIX (8)"	"[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards]. (1803, March 26). Columbian Centinel, XXXIX (8), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-106452C0F43C8A87%402379676-106452C1452E0498%401-106452C2EBF2A893%40%255BNew-York%253B%2BBay%253B%2BHonduras%253B%2BGovernor%253B%2BCo.%2BBarrow%253B%2BEngland%253B%2BLondon%253B%2BSpaniards%255D."	
27 Mar 1803	Pre 939	"Honduras, Sept. 23."	"American Citizen, 4 (939)"	Log restricted ?			"Honduras, Sept. 23. (1803, March 27"	"Honduras, Sept. 23. (1803, March 27). American Citizen, 4 (939)"	"Honduras, Sept. 23. (1803, March 27). American Citizen, 4 (939), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C89F2599BFC08%40EANX-10A2CD165585F6C8%402379677-10A2CD169DD52948%401-10A2CD18C8CAC350%40Honduras%252C%2BSept.%2B23."	
27 Jul 1803	Pre sn	"""The Amazon frigate, Captain WILLIAM PARKER, captured on the 10th instant, at 9, A. M. in lat. 46."""	Times	Priv at Sea				"""The Amazon frigate, Captain WILLIAM PARKER, captured on the 10th instant, at 9, A. M. in lat. 46."" Times, 27 July 1803"	"""The Amazon frigate, Captain WILLIAM PARKER, captured on the 10th instant, at 9, A. M. in lat. 46."" Times, 27 July 1803, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50472187/TTDA?u=camb55135&sid=TTDA&xid=bedd2e0d. Accessed 17 Feb. 2021."	
25 Oct 1803	Pre 329	"Extract of a Letter from Honduras, Dated July 26."	Morning Chronicle (329)	Sp threat	Baymen fortify		"Extract of a Letter from Honduras, Dated July 26. (1803, October 25"	"Extract of a Letter from Honduras, Dated July 26. (1803, October 25). Morning Chronicle (329)"	"Extract of a Letter from Honduras, Dated July 26. (1803, October 25). Morning Chronicle (329), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C85FD5B008190%40EANX-10A953A56F598948%402379889-10A953A7770DFA98%402-10A953AA063124E0%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BHonduras%252C%2BDated%2BJuly%2B26."	
27 Oct 1803	Pre 97	"Extract of a Letter from Honduras, Dated July 26."	Chronicle Express (97)	 			"Extract of a Letter from Honduras, Dated July 26. (1803, October 27"	"Extract of a Letter from Honduras, Dated July 26. (1803, October 27). Chronicle Express (97)"	"Extract of a Letter from Honduras, Dated July 26. (1803, October 27). Chronicle Express (97), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CC07781A7E97C0%40EANX-10CA74388BA72780%402379891-10CA7438DC9B5D40%401-10CA743A8BABABC0%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BHonduras%252C%2BDated%2BJuly%2B26."	
1 Nov 1803	Pre sn	"""We copy the following from a Morning Paper:-'A letter from Honduras, dated the 20th of July,."""	Times	Sp restrict Log	Baymen fortify ?		11	"""We copy the following from a Morning Paper:-'A letter from Honduras, dated the 20th of July,."" Times, 1 Nov. 1803"	"""We copy the following from a Morning Paper:-'A letter from Honduras, dated the 20th of July,."" Times, 1 Nov. 1803, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS51127649/TTDA?u=camb55135&sid=TTDA&xid=dcac2a1d. Accessed 17 Feb. 2021."	
2 Dec 1803	Pre 1144	[British; Boston; Betsey; Honduras; Hampton Roads].	"American Citizen, 4 (1144)"	 			"[British; Boston; Betsey; Honduras; Hampton Roads]. (1803, December 2"	"[British; Boston; Betsey; Honduras; Hampton Roads]. (1803, December 2). American Citizen, 4 (1144)"	"[British; Boston; Betsey; Honduras; Hampton Roads]. (1803, December 2). American Citizen, 4 (1144), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C89F2599BFC08%40EANX-10A0920EB1E1A740%402379927-10A0920EEAFE06F8%401-10A0921007E11700%40%255BBritish%253B%2BBoston%253B%2BBetsey%253B%2BHonduras%253B%2BHampton%2BRoads%255D."	
3 Dec 1803	Pre 414	[British; Boston; Betsey; Bay; Honduras; Hampton Roads].	"Republican Watch-Tower, 4 (414)"	 			"[British; Boston; Betsey; Bay; Honduras; Hampton Roads]. (1803, December 3"	"[British; Boston; Betsey; Bay; Honduras; Hampton Roads]. (1803, December 3). Republican Watch-Tower, 4 (414)"	"[British; Boston; Betsey; Bay; Honduras; Hampton Roads]. (1803, December 3). Republican Watch-Tower, 4 (414), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109218D41EADCA50%40EANX-10931F2228EF8DA0%402379928-10931F23B4EE23F0%403-10931F25B3188930%40%255BBritish%253B%2BBoston%253B%2BBetsey%253B%2BBay%253B%2BHonduras%253B%2BHampton%2BRoads%255D."	
13 Dec 1803	Pre 47	"South-Carolina. Charleston, Nov. 17."	"New-England Palladium, 22 (47)"	 			"South-Carolina. Charleston, Nov. 17. (1803, December 13"	"South-Carolina. Charleston, Nov. 17. (1803, December 13). New-England Palladium, 22 (47)"	"South-Carolina. Charleston, Nov. 17. (1803, December 13). New-England Palladium, 22 (47), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B01BEAC5601558%402379938-10B01BEADC3ECDF0%400-10B01BEC29013CF8%40South-Carolina.%2BCharleston%252C%2BNov.%2B17."	
27 Dec 1803	Pre 656	[Milford; Ross; Honduras; New-York; Trinidad; Charleston].	Evening Post (656)	 			"[Milford; Ross; Honduras; New-York; Trinidad; Charleston]. (1803, December 27"	"[Milford; Ross; Honduras; New-York; Trinidad; Charleston]. (1803, December 27). Evening Post (656)"	"[Milford; Ross; Honduras; New-York; Trinidad; Charleston]. (1803, December 27). Evening Post (656), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10945F2563DD7908%40EANX-10986127653D1C90%402379952-1098612990D518E8%402-1098612AC57A5800%40%255BMilford%253B%2BRoss%253B%2BHonduras%253B%2BNew-York%253B%2BTrinidad%253B%2BCharleston%255D."	
13 Mar 1804	Pre 722	[Charleston; Honduras; Proclamation; Americans].	Evening Post (722)	Eng loosen Amer embargo			"[Charleston; Honduras; Proclamation; Americans]. (1804, March 13"	"[Charleston; Honduras; Proclamation; Americans]. (1804, March 13). Evening Post (722)"	"[Charleston; Honduras; Proclamation; Americans]. (1804, March 13). Evening Post (722), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10945F2563DD7908%40EANX-1098650EEEC33100%402380029-1098650F590A85C0%402-1098651089B087A0%40%255BCharleston%253B%2BHonduras%253B%2BProclamation%253B%2BAmericans%255D."	
14 Mar 1804	Pre 230	[Charleston; Honduras; Americans].	New-York Herald (230)	 			"[Charleston; Honduras; Americans]. (1804, March 14"	"[Charleston; Honduras; Americans]. (1804, March 14). New-York Herald (230)"	"[Charleston; Honduras; Americans]. (1804, March 14). New-York Herald (230), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBE03B86B4F6F8%40EANX-10DE95E481F72898%402380030-10DE95E4C33A5EC8%401-10DE95E5E7019498%40%255BCharleston%253B%2BHonduras%253B%2BAmericans%255D."	
14 Mar 1804	Pre 450	[Capt. Robertson; Charleston; Honduras; American; Governor].	Morning Chronicle (450)	 			"[Capt. Robertson; Charleston; Honduras; American; Governor]. (1804, March 14"	"[Capt. Robertson; Charleston; Honduras; American; Governor]. (1804, March 14). Morning Chronicle (450)"	"[Capt. Robertson; Charleston; Honduras; American; Governor]. (1804, March 14). Morning Chronicle (450), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109C85FD5B008190%40EANX-10A95616D11FF8E0%402380030-10A95619013A21F8%402-10A9561C4C0D7300%40%255BCapt.%2BRobertson%253B%2BCharleston%253B%2BHonduras%253B%2BAmerican%253B%2BGovernor%255D."	
24 Jul 1804	Pre sn	"""The Aricl,-, from Liverpool, bound to Petersburgh, is lost on the Sandhammer."""	Times	French at Sea				"""The Aricl,-, from Liverpool, bound to Petersburgh, is lost on the Sandhammer."" Times, 24 July 1804"	"""The Aricl,-, from Liverpool, bound to Petersburgh, is lost on the Sandhammer."" Times, 24 July 1804, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50472696/TTDA?u=camb55135&sid=TTDA&xid=29b91ac0. Accessed 17 Feb. 2021."	
4 Aug 1804	Pre 31	[French; British; Guadaloupe; Young Nicholas; Bay; Honduras; London].	"Weekly Museum, XVI (31)"	French at Sea			"[French; British; Guadaloupe; Young Nicholas; Bay; Honduras; London]. (1804, August 4"	"[French; British; Guadaloupe; Young Nicholas; Bay; Honduras; London]. (1804, August 4). Weekly Museum, XVI (31)"	"[French; British; Guadaloupe; Young Nicholas; Bay; Honduras; London]. (1804, August 4). Weekly Museum, XVI (31), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBE6518A0CEBF8%40EANX-10DAFF5C65A05AD0%402380173-10DAFF5CB61DB2E0%402-10DAFF5D506DA0A0%40%255BFrench%253B%2BBritish%253B%2BGuadaloupe%253B%2BYoung%2BNicholas%253B%2BBay%253B%2BHonduras%253B%2BLondon%255D."	
4 Aug 1804	Pre 31	[French; British; Guadaloupe; English; Young Nicholas; Honduras; London].	"Weekly Museum, XVI (31)"	 			"[French; British; Guadaloupe; English; Young Nicholas; Honduras; London]. (1804, August 4"	"[French; British; Guadaloupe; English; Young Nicholas; Honduras; London]. (1804, August 4). Weekly Museum, XVI (31)"	"[French; British; Guadaloupe; English; Young Nicholas; Honduras; London]. (1804, August 4). Weekly Museum, XVI (31), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBE6518A0CEBF8%40EANX-10DAFF5A52B57590%402380173-10DAFF5AB92A1438%402-10DAFF5BD22779E8%40%255BFrench%253B%2BBritish%253B%2BGuadaloupe%253B%2BEnglish%253B%2BYoung%2BNicholas%253B%2BHonduras%253B%2BLondon%255D."	
6 Aug 1804	Pre sn	[Ambert; Capt. Charles Lemargue; Loverpool; Savannah; Honduras; London].	Albany Gazette	 			"[Ambert; Capt. Charles Lemargue; Loverpool; Savannah; Honduras; London]. (1804, August 6"	"[Ambert; Capt. Charles Lemargue; Loverpool; Savannah; Honduras; London]. (1804, August 6). Albany Gazette"	"[Ambert; Capt. Charles Lemargue; Loverpool; Savannah; Honduras; London]. (1804, August 6). Albany Gazette, p. 2. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10F19BA2D180F118%40EANX-1323ED87A6FB7630%402380175-1323EA8EFA8A2CF0%401-138020E683B66369%40%255BAmbert%253B%2BCapt.%2BCharles%2BLemargue%253B%2BLoverpool%253B%2BSavannah%253B%2BHonduras%253B%2BLondon%255D."	
