"ISSN";"Title";"Geographical sphere";"Comprises"
"2171-5424";"La Semana (Barcelona)";"Barcelona";"1857. Del n. 1 al n. 48"
"2171-6250";"La Semana (Madrid. 1916)";"Madrid";"Del n. 1 (20/05/1916) al n. 29 (02/12/1916)"
"2171-5459";"La Semana (Madrid. 1934)";"Madrid";"Del 22/06/1934 al 14/09/1934. Del n. 1 al n. 12"
"0037-1793";"Semana (Madrid. 1940)";"Madrid";"Del 4/2/1984 al 30/12/2009"
"2174-6249";"La Semana (San Fernando)";"Cádiz";"Del 04/01/1885 al 28/03/1886"
"1889-495X";"La Semana cómica";"Barcelona";"Del 06/01/1888 al 02/08/1894"
"2660-2237";"La Semana de ahora";"Ciudad Real";"22/5/1910"
"2171-5343";"La Semana de San Sebastián";"Guipúzcoa";"27/01/1889. N. 3"
"2172-1114";"La Semana gráfica (Sevilla)";"Sevilla";"Del n. 1 (13/4/1921) al n. 129 (6/10/1923)"
"2341-4723";"El Semanal (Vitoria)";"España";"Del 5/9/1892 al 28/12/1895"
"0214-5383";"La Semana popular ilustrada";"Barcelona";"Del 31/7/1890 al 26/5/1892"
"2335-6383";"Semanario curioso, erudito, comercial y económico";"Barcelona";"De 1776 a 1777"
"1134-3869";"Semanario de agricultura y artes dirigido a los párrocos";"Madrid";"Del 01/01/1797 al 23/06/1808. Del n. 1 al n. 599"
"2173-4763";"Semanario de avisos de Palma";"Baleares";"Del 15/03/1846 al 14/06/1846. Del n. 1 al n. 14"
"2174-4327";"Semanario de Cartagena";"Murcia";"03/05/1821. N. 15"
"2171-2522";"Semanario de las familias";"Madrid";"Del 02/01/1882 al 31/12/1883"
"2174-6265";"Semanario de Salamanca";"Salamanca";"Del 15/03/1794 al 27/09/1796. Del n. 48 al n. 370"
"2174-6273";"Semanario de Zaragoza";"Zaragoza";"Del 01/01/1798 al 26/03/1801"
"2480-2301";"Semanario económico";"Madrid";"Del 11/04/1765 al 25/06/1778"
"2174-6257";"Semanario erudito y curioso de Salamanca";"Salamanca";"Del 01/10/1793 al 11/03/1794. Del n. 1 al n. 47"
"2444-6769";"Semanario familiar pintoresco";"Barcelona";"Del n. 1 al n. 156"
"1131-0081";"Semanario farmacéutico";"Madrid";"Del 6/10/1872 al 30/12/1894"
"2174-6281";"Semanario instructivo (Cádiz)";"Cádiz";"Del 07/11/1829 al 18/12/1830"
"2171-049X";"Semanario mercantil de la ciudad de Alicante";"Alicante";"15/08/1813"
"2174-629X";"El Semanario murciano";"Murcia";"Del 17/02/1878 al 01/01/1882"
"2174-6303";"Semanario patriótico";"Madrid";"Del 01/09/1808 al 19/03/1812"
"2171-0538";"Semanario pintoresco español";"Madrid";"Del 04/1836 al 20/12/1857. Del n. 1 al n. 144"
"2174-6311";"Semanario politécnico de Mallorca";"Baleares";"Del 25/02/1821 al 07/09/1821"
"2174-632X";"Semanario político";"Murcia";"Del 11/05/1820 al 29/06/1820"
"2341-4731";"Semanario político de Mallorca";"España";"Del n. 1 (2/10/1809) al n. 58 (3/7/1810)"
"2480-2298";"La Semana veterinaria";"Madrid";"Del 13/10/1917 al 1/1/1928"
"2173-2779";"Sembrad (Zaragoza)";"Zaragoza";"Del 12/1937 al 09/1939. Del n. 9 al n. 26"
"2341-474X";"Semmanari constitucional, politic y mercantil de Mallorca";"Baleares";"Del 1/12/1820 al 8/6/1822"
"1130-1422";"Senda (Santander)";"Cantabria";"1989"
"1889-8653";"El Sensato (Santiago)";"La Coruña";"Del 29/08/1811 al 08/07/1813. Del n. 3 al n. 96"
"2174-5188";"Las Señales de los tiempos";"Madrid";"Del 06/1931 al 12/1935"
"2444-1392";"Sevilla información";"Sevilla";"Del 2/1/1999 al 19/7/2000"
"2171-309X";"Sí (Madrid. 1925)";"Madrid";"07/1925"
"1885-2645";"Sicalíptico (Barcelona)";"Barcelona";"Del 09/01/1904 al 31/12/1904"
"0214-5650";"Las Siete plagas";"Madrid";"Del 01/04/1870 al 05/06/1870. Del n. 1 al n. 12"
"2254-9234";"El Siglo de Europa";"Madrid";"Del 28/9/1992 al 21/12/2009"
"1130-8494";"El Siglo futuro";"Madrid";"Del 19/03/1875 al 30/04/1936. Del n. 1 al n. 18663"
"1577-6492";"El Siglo ilustrado";"Madrid";"Del 19/05/1867 al 29/11/1868"
"2171-0546";"El Siglo pintoresco";"Madrid";"Del 04/1845 al 01/1848"
"1889-8661";"Siglo XIX (Madrid. 1837)";"Madrid";"Del 1837 al 1838"
"2254-7568";"La Sílfide (Madrid)";"Madrid";"Del n. 1 (8/1845) al n. 12 (7/1846)"
"2172-0738";"El Simbolismo (Madrid)";"Madrid";"Del n. 1 (1/6/1888) al n. 30 (31/5/1889)"
"2172-1580";"Soberana Gran Logia del Gran Oriente de España";"Madrid";"Del n. 1 al n. 2 (1888)"
"2173-2337";"La Soberanía nacional";"Madrid";"Del 18/12/1864 al 17/09/1865. Del n. 1 al n. 40"
"2173-2329";"La Soberanía nacional (Madrid. 1864)";"Madrid";"Del 16/12/1864 al 21/06/1866"
"0560-4044";"Le Socialiste (Paris. 1961)";"Francia";"Del 21/12/1961 al 28/12/1972"
"2255-5870";"La Sociedad (Madrid. 1867)";"Madrid";"Del n. 1 (12/10/1867) al n. 26 (4/4/1868)"
"2341-4154";"El Sol (Barcelona)";"Barcelona";"Del 27/12/1849 al 21/7/1852"
"2174-6362";"El Sol (Madrid. 1889)";"Madrid";"Del 27/04/1889 al 23/06/1889"
"2171-262X";"El Sol (Madrid. 1917)";"Madrid";"Del 03/12/1917 al 27/03/1939"
"2174-6338";"El Sol de Cádiz";"Cádiz";"Del 29/09/1812 al 24/01/1813"
"2171-3146";"El Sol de Meissen";"Barcelona";"Del 04/1929 al 05/1936"
"2488-3751";"El Solfeo (Madrid)";"Madrid";"Del 25/02/1875 al 25/07/1878"
"1887-8660";"Solidaridad obrera (Barcelona)";"Barcelona";"Del 12/05/1931 al 08/1947"
"2660-227X";"Solidaridad obrera (Gijón)";"Asturias";"22/1/1910, 11/1911"
"2171-8342";"El Somatén (Madrid)";"Madrid";"Del 4/1923 al 3/1929"
"2605-4272";"Somatenes (Madrid)";"Madrid";"Del 1/1952 al 3/1953. Del n. 1 al n. 8"
"1889-9218";"Sophia (Madrid)";"Madrid";"Del 1/1893 al 3/1914"
"1886-7022";"Soria, hogar y pueblo";"Soria";"Del 3/6/1964 al 28/4/1989"
"2386-6640";"Spanish american courier";"Madrid";"Del 15/2/1954 al 30/6/1955"
"2171-7583";"Sparta (Madrid)";"Madrid";"Del 1/10/1932 al 18/6/1935"
"2171-9942";"Spartacus (Alicante)";"Alicante";"n. 8 (2/1938)"
"2341-5185";"Sport (Barcelona)";"Barcelona";"De 1999 a 2009, 2017-"
"2444-0884";"Sport equipo";"Zaragoza";"Del 20/9/2003 al 26/10/2009"
"2172-1076";"Sport sevillano";"Sevilla";"Del n. 1 (15/1/1913) al n. 24 (30/12/1913)"
"1888-8240";"Summa (Madrid. 1915)";"Madrid";"Del 15/10/1915 al 15/05/1916. Del n. 1 al n. 15"
"2565-358X";"Suplemento a ""El Enano"" (Madrid. 1885)";"Madrid";"Del 21/03/1895 al 26/04/1900"
"2660-3063";"Suplemento a El Madrileño";"Madrid";"12/3/1868"
"2173-786X";"Suplemento a El Norte";"Madrid";"Del 20/08/1853 al 22/05/1854. Del n. 1 al n. 17"
"2171-9861";"Suplemento a La Escuela moderna";"Madrid";"Del n. 376 (1/1/1898) al n. 3957 (29/12/1934)"
"2565-3563";"Suplemento al Boletín de loterías y de toros";"Madrid";"Del 28/03/1875 al 25/06/1882. Del n. 1 al n. 1634"
"2255-5080";"Suplemento al Correo de Orihuela";"Alicante";"09/05/1811"
"2171-0902";"Suplemento al Correo político y militar de la ciudad de Córdoba";"Córdoba";"25/06/1809"
"2171-083X";"Suplemento al Diario constitucional";"Baleares";"Del 24/11/1847 al 1/10/1853"
"2486-8019";"Suplemento al ... número del periódico La Aurora de España (Reimp. en Sevilla)";"Sevilla";"01/01/1820"
"2254-6952";"Suplemento de Blanco y Negro";"Madrid";"Del 1935 al 1936. Del n. 1 al n. 35"
"2386-205X";"Sur (Ed. Melilla)";"Melilla";"2014-"
"2444-2011";"Sur (Málaga. Ed. Marbella, Estepona, Campo de Gibraltar)";"Málaga";"2015-2020"
"1885-9763";"Sur (Málaga)";"Málaga";"De 1999 a 2009. 2014-"
"1698-2428";"Sur Deutsche Ausgabe";"Málaga";"2014-"
"1885-9828";"Sur in English";"Málaga";"2014-"
"2386-365X";"Sur na russkom";"Málaga";"2014-2020"
"2253-9964";"Tabacos (Madrid)";"Madrid";"Del n. 1 (4/1932) al n. 51 (6/1936)"
"2174-6370";"El Tajo (Toledo. 1866)";"Toledo";"Del 10/02/1866 al 28/12/1867"
"2172-5454";"El Tango de moda";"Barcelona";"8/2/1930"
"2171-2484";"La Taquigrafía española";"Madrid";"Del 07/1927 al 01/1930. Del n. 1 al n. 11"
"1577-2896";"La Tarántula (Granada)";"Granada";"Del 27/03/1842 al 19/06/1842. Del n. 1 al n. 13"
"2172-0657";"¡Tararí! (Madrid)";"Madrid";"10/1934"
"2487-5848";"La Tarde de Madrid (Madrid. 1986)";"Madrid";"Del 21/3/1986 al 18/11/1987"
"2171-6765";"El Teatro (Madrid. 1870)";"Madrid";"Del 24/10/1870 al 19/01/1871. Del n. 1 al n. 8"
"2174-9604";"Técnica (Lugo)";"Lugo";"Del 01/1937 al 12/1937. Del n. 1 al n. 11"
"1889-6634";"Tecnológico nacional de agricultura, artes industriales, ciencias, comercio y literatura";"Madrid";"Del 02/09/1834 al 30/12/1834. Del n. 1 al n. 35"
"2171-0961";"El Telégrafo (Madrid. 1822)";"Madrid";"Del 08/07/1822 al 09/07/1822"
"9970-8760";"El Telégrafo de Guadalaxara";"México";"Del 27/05/1811 al 10/06/1811"
"2340-9614";"Telégrafo imparcial de Extremadura";"Badajoz";"02/08/1813"
"2530-5964";"Telégrafo menorquín";"Baleares";"Del n. 48 (8/4/1813) al n. 49 (9/4/1813)"
"1889-867X";"El Telégrafo mexicano";"Cádiz";"Del 31/03/1813 al 15/11/1821"
"2486-4846";"Telégrafo portugués";"Sevilla";"Del 01/02/1813 al 13/02/1813"
"9970-8787";"Telegrafo portuguez";"Portugal";"21/12/1813"
"2386-4966";"El Telegrama de Melilla del siglo XXI";"Melilla";"De 1999 a 2009"
"2253-6132";"El Telescopio político (Isla de León)";"Cádiz";"1811. N. 8"
"1578-7400";"Teletodo (Barcelona)";"Barcelona";"7/1/2017-"
"2660-1869";"La Temporada (Baños de Montemayor)";"Cáceres";"18/6/1911"
"2255-5145";"La Tertulia (Santander)";"Cantabria";"Del 1876 al 15/7/1877"
"2171-0694";"Tertulia de la aldea";"Sevilla";"1814. Del n. 1 al n. 3"
"2171-1089";"Tertulia del Malecón o El Anti-Tremenda";"Sevilla";"1820. N. 1"
"2171-2476";"The kon leche";"Madrid";"Del 21/04/1912 al 23/10/1916"
"1885-3684";"The times (Madrid)";"Madrid";"Del 16/03/1919 al 28/06/1925. Del n. 308 al n. 401"
"1576-9623";"La Tía Norica";"Sevilla";"Del 1814 al 1815. Del n. 1 al n. 38"
"1889-8939";"El Tiempo (Madrid. 1844)";"Madrid";"Del 1/4/1845 al 18/6/1847"
"0213-1951";"Tiempo (Madrid. 1982)";"Madrid";"Del 2/1/1984 al 18/12/2009"
"2340-3918";"La Tierra (Madrid)";"Madrid";"Del 16/12/1930 al 8/6/1935"
"2174-6389";"Tierra charra";"Salamanca";"Del 16/10/1927 al 28/12/1930"
"0213-4594";"Tierra firme (Madrid)";"Madrid";"Del n. 1 (1935) al n. 3/4 (1936)"
"2253-6086";"Tierra Santa y Roma";"Toledo";"Del 09/1934 al 05/1935. Del n. 12 al n. 20"
"2172-5640";"Tierra y libertad. Suplemento";"Barcelona";"Del n. 11 (6/1933) al n. 18 (3/1934)"
"0214-5677";"El Tío Camorra (Ed. semanal)";"Madrid";"Del 01/09/1847 al 23/02/1848"
"2660-2962";"El Tio Cavila";"Valencia";"1874. N. 4"
"2174-6397";"El Tío Cayetano";"Cantabria";"Del 09/11/1868 al 20/06/1869"
"2171-6579";"El Tío Jindama";"Madrid";"Del 15/06/1879 al 03/08/1883"
"2387-0060";"El Tío Tararira";"Baleares";"Del n. 1 (1/7/1849) al n. 4 (15/8/1849)"
"2171-1178";"El Tío Tremenda o La Tertulia del barbero";"Sevilla";"1820. N. 2"
"1576-9615";"El Tío Tremenda o Los Críticos del Malecón";"Sevilla";"De 1812 a 1823"
"2171-2573";"El Tío y el sobrino";"Madrid";"Del 11/08/1848 al 23/08/1848"
"1889-4607";"La Tipografía (Madrid. 1866)";"Madrid";"Del 01/1866 al 12/1869"
"1889-4593";"La Tipografía (Madrid. 1906)";"Madrid";"Del 10/1906 al 11/1907. Del n. 1 al n. 12"
"2174-6524";"Tirabeque (Madrid. 1870)";"Madrid";"Del 21/08/1870 al 10/12/1870"
"1576-3730";"La Tomasa (Barcelona)";"Barcelona";"Del 20/02/1891 al 29/12/1894"
"2172-5152";"El Toreo (Madrid. 1874)";"Madrid";"Del 06/04/1874 al 20/08/1927"
"2444-8850";"Los Toreros en ...";"Vizcaya";"De 1916 a 1917"
"2171-8539";"Toros y toreros (Madrid. 1916)";"Madrid";"Del 07/03/1916 al 22/1/1918. Del n. 1 al n. 99"
"2171-1186";"La Torre de Aragón";"Guadalajara";"Del 15/11/1906 al 21/12/1907. Del n. 1 al n. 36"
"2173-4402";"Le Tout Madrid";"Madrid";"1917"
"2660-3373";"El Trabajador mercantil";"Madrid";"Del 7/1933 al 9/1934. Del n. 1 al 14 "
"2171-1224";"Trabajos extraordinarios del Restaurador";"Madrid";"01/1823. Del n. 1 al n. 8"
"2171-2670";"El Trabuco (Madrid)";"Madrid";"1822. Del n. 1 al n. 2"
"2387-1652";"La Tralla del carreter";"Barcelona";"Del 25/12/1903 al 24/6/1904"
"2172-976X";"La Tramontana (Barcelona. 1881)";"Barcelona";"n. 221 (11/9/1885)"
"2172-6159";"Transporte (Madrid. 1926)";"Madrid";"Del 1/1926 al 7/1935"
"2171-9772";"Los Transportes férreos";"Madrid";"Del 01/08/1903 al 24/11/1920"
"2172-6248";"Transporte U.G.T.";"Madrid";"De n. 108 (8/1935) al n. 117 (12/1936)"
"2253-7422";"Trazos (Madrid)";"Madrid";"9/1934"
"2174-6559";"La Tribuna (Valencia. 1840)";"Valencia";"Del 12/01/1840 al 31/03/1840"
"1138-8870";"Tribuna de actualidad";"Madrid";"Del 30/5/1988 al 26/12/1994"
"2340-2245";"La Tribuna de Albacete";"Albacete";"De 1999 a 2009. 2014-"
"2487-8855";"La Tribuna de Canarias";"Las Palmas";"Del 2/1/2000 al 17/5/2001"
"2386-3633";"La Tribuna de Castilla-La Mancha. Cuenca";"Cuenca";"2014-"
"2386-2076";"La Tribuna de Ciudad Real";"Ciudad Real";"De 1999 a 2009. 2014-"
"2386-3625";"La Tribuna de Cuenca";"Cuenca";"De 1999 a 2009"
"2444-0779";"La Tribuna de Guadalajara";"Guadalajara";"De 1999 a 2009, 2016-"
"2444-0728";"Tribuna de Salamanca";"Salamanca";"De 2002 a 2009"
"1138-6797";"La Tribuna de Toledo";"Toledo";"De 1999 a 2009. 2014-"
"2254-4623";"El Tribuno (Las Palmas de Gran Canaria)";"Las Palmas";"15/10/1927"
"2254-7126";"La Troná (Valensia)";"Valencia";"Del 31/7/1900 al 11/4/1915"
"2487-2873";"El Trono y la constitución";"Madrid";"Del 1/5/1853 al 3/6/1853"
"2253-9425";"El Trovador del Ebro";"Zaragoza";"Del n. 1 (8/7/1869) al n. 23 (15/12/1869)"
"2253-9565";"La Turbina (Valencia)";"Madrid";"Del 7/1927 al 7/1933. Del n. 1 al n. 10"
"1578-6323";"Última hora (Palma de Mallorca. Ed. impresa)";"Baleares";"2014-"
"2171-7168";"Última hora del Popular";"Madrid";"Del 10/03/1848 al 13/06/1848"
"2171-1267";"La Última moda (Madrid)";"Madrid";"Del 12/01/1890 al 20/11/1921. Del n. 106 al n. 1568"
"0212-9922";"V-ltra (Madrid)";"Madrid";"Del 27/01/1921 al 15/03/1922. Del n. 1 al n. 24"
"2444-2135";"Umbral (Valencia)";"Valencia";"Del n. 2 (17/7/1937) al n. 61 (14/1/1939)"
"2659-5486";"Unidad comunista (Enguera)";"Valencia";"1/1979. N. 1"
"2487-2636";"La Unión (Madrid. 1878)";"Madrid";"Del 27/07/1878 al 22/12/1880"
"1576-611X";"La Unión (Madrid. 1882)";"Madrid";"Del 02/01/1882 al 08/10/1887"
"2341-4758";"La Unión (Sevilla. 1918)";"Sevilla";"Del 18/7/1936 al 31/12/1936"
"1576-6071";"La Unión Católica";"Madrid";"Del 06/06/1887 al 14/02/1899"
"2172-7074";"La Unión Hispano-Americana";"Madrid";"Del n. 1 (11/11/1916) al n. 80 (6/1923)"
"1578-0600";"Unión Ibero-Americana";"Madrid";"Del 5/1890 al 2/1926"
"1698-5907";"La Unión ilustrada";"Málaga";"Del 05/09/1909 al 12/04/1931"
"2172-6612";"Unión Monárquica";"Madrid";"Del n. 93 (4/8/1930) al n. 107 (1/4/1931)"
"2172-6604";"Unión patriótica";"Madrid";"Del n. 1 (1/10/1926) al n. 92 (15/7/1930)"
"2171-7478";"Unión taurina";"Madrid";"Del 29/3/1923 al 20/6/1923"
"1889-870X";"El Universal (Madrid. 1820)";"Madrid";"Del 13/07/1820 al 23/04/1823. Del n. 1 al n. 365"
"0214-5707";"El Universal (Madrid. 1834)";"Madrid";"Del 1/4/1834 al 18/5/1834"
"1889-8696";"El Universal observador español";"Madrid";"Del 1820 al 12/07/1820. Del n. 1 al n. 62"
"2171-6331";"El Universo ilustrado (Barcelona. 1886)";"Barcelona";"Del 07/10/1886 al 29/09/1887"
"2341-4766";"Universo ilustrado (Barcelona. 1890)";"España";"Del 14/6/1890 al 29/11/1890"
"2173-2744";"Urbe (Madrid)";"Madrid";"Del 06/06/1935 al 11/12/1935. Del n. 1 al n. 7"
"2171-7575";"Valencia cómica";"Valencia";"n. 29 (22 jun. 1890) y n. 37 (17 ag. 1890)"
"2014-1718";"La Vanguardia.cat";"Barcelona";"2016-"
"1133-4940";"La Vanguardia (Barcelona. 1978)";"Barcelona";"De 2000 a 2008, 2016-"
"2253-6833";"La Vanguardia (Melilla)";"Melilla";"N. 71 (24/11/1934)"
"1579-3370";"Vanguardia dossier";"Barcelona";"De 4/2002 al 6/2008. Del n. 1 al 27"
"2565-3946";"Varieté (Madrid)";"Madrid";"Del 3/12/1927 al 31/3/1928. Del n. 1 al n. 18"
"2173-4240";"La Velada (Madrid)";"Madrid";"Del 05/12/1872 al 15/02/1873. Del n. 1 al  n. 8"
"2174-9809";"La Velocidad (Madrid)";"Madrid";"Del 01/12/1921 al 12/1925. Del n. 22 al n. 70"
"2254-4534";"La Verdad (Sevilla)";"Sevilla";"1820. Del n. 1 al n. 3"
"1138-7866";"La Verdad (Murcia. Ed. Albacete)";"Albacete";"De 1999 a 2009"
"1138-7599";"La Verdad (Murcia. Ed. Alicante)";"Alicante";"2014-2017"
"1138-7858";"La Verdad (Murcia. Ed. Cartagena)";"Murcia";"2014-"
"1138-784X";"La Verdad (Murcia. Ed. Lorca)";"Murcia";"2014-"
"2386-4621";"La Verdad (Murcia. Ed. Orihuela, Torrevieja, Vega Baja)";"Murcia";"2014-2017"
"1138-7823";"La Verdad (Murcia)";"Murcia";"1999-2009. 2014-"
"2660-2423";"La Verdad (Soria)";"Soria";"4/4/1911"
"2341-4782";"La Verdad (Valencia. 1838)";"Valencia";"Del 1/4/1838 al 17/7/1838"
"2341-4774";"Verdad (Valencia)";"Valencia";"Del 28/7/1937 al 1/11/1938"
"0213-6325";"La Veterinaria española";"Madrid";"Del 10/9/1860 al 31/12/1925"
"2171-133X";"La Veu del Montserrat";"Barcelona";"Del 13/01/1883 al 11/12/1886. Del n. 1 al n. 52"
"1885-0952";"El Viagero ilustrado hispano-americano";"Barcelona";"Del 01/01/1879 al 30/12/1880"
"2174-6567";"Viajes por España (Madrid)";"Madrid";"Del 01/1928 al 12/1929. Del n. 1 al n. 8"
"2171-7494";"Vida económica (Madrid)";"Madrid";"Del 19/12/1912 al 30/8/1936"
"2254-1713";"La Vida española (Madrid. 1905)";"Madrid";"Del n. 1 (7/1/1905) al n. 31 (26/11/1905)"
"2171-3138";"Vida financiera";"Madrid";"Del 10/01/1913 al 10/06/1933"
"1889-8831";"Vida galante";"Barcelona";"Del 06/11/1898 al 29/12/1905"
"2481-0029";"Vida intelectual";"Madrid";"Del 1907 al 1908"
"2171-536X";"La Vida literaria (Madrid)";"Madrid";"Del 07/01/1899 al 27/07/1899. Del n. 1 al n. 29"
"2253-685X";"Vida local";"Madrid";"Del 30/1/1936 al 11/8/1937"
"1889-8858";"Vida manchega";"Ciudad Real";"Del 07/03/1912 al 10/07/1920"
"2480-8830";"Vida marítima";"Madrid";"Del 10/01/1902 al 15/05/1934"
"2171-8245";"Vida masónica";"Madrid";"Del 03/1926 al 05/1932. Del n. 1 al n. 12"
"1889-7711";"Vida nacional";"Barcelona";"Del n. 1 (6/1926) al n. 2/3 (8/1926)"
"2171-1348";"Vida nueva (Madrid. 1898)";"Madrid";"Del 12/06/1898 al 14/08/1898"
"2488-7552";"Vida nueva (Piedrahíta)";"Ávila";"16/6/1910"
"2171-3316";"Vida penitenciaria";"Madrid";"Del 20/06/1932 al 30/06/1936. Del n. 1 al n. 142"
"2172-0681";"Vida social femenina";"Barcelona";"Del 31/1/1934 al 03/1937 "
"1889-9412";"Vida socialista";"Madrid";"Del 02/01/1910 al 29/12/1912. Del n. 1 al n. 151"
"2171-1356";"El Vigilante (Madrid)";"Madrid";"1820"
"2171-1364";"La Violeta (Madrid)";"Madrid";"Del 07/12/1862 al 31/12/1866"
"2340-0064";"Visions de guerra i de reraguarda. Serie A, Retrospectiva";"Barcelona";"Del n. 1 (24/4/1937) al n. 8 (9/10/1937)"
"2340-0072";"Visions de guerra i de reraguarda. Serie B, Actualitats";"Barcelona";"Del n. 1 (17/4/1937) al n. 20 (2/4/1938)"
"1131-0502";"La Visitadora sanitaria";"Madrid";"Del n. 1 al 5. De 1934 a 1935"
"2173-2809";"El Volapié (Barcelona)";"Barcelona";"01/07/1900. N. 1"
"2173-0911";"El Volapié (Valencia)";"Valencia";"Del n. 1 (14/5/1900) al n. 8 (1/7/1900)"
"2171-9497";"Le Volontaire de la liberté (Deutsche Ausg.)";"Madrid";"n. 26 (6/5/1937)"
"2171-9527";"Il Volontario della libertá";"Barcelona";"Del n. 65 (17/3/1938) al n. 91 (7/9/1938)"
"2253-6884";"Voluntad (Almería)";"Almería";"Del 11/1935 al 7/1936"
"1889-884X";"Voluntad (Madrid. 1919)";"Madrid";"Del 12/10/1919 al 01/11/1920. Del n. 1 al n. 24"
"2387-0087";"El Voluntario de Cuba";"Madrid";"Del 6/10/1870 al 18/1/1871"
"2171-9500";"El Voluntario de la libertad (Deutsche Ausg.)";"Barcelona";"n. 79 (16/6/1938) y n. 82 (19/7/1938)"
"2171-9519";"El Voluntario de la libertad (Ed. checoslovaco-yugoslava)";"Barcelona";"n. 1 (7 feb. 1938)"
"2254-4607";"La Voz (Las Palmas de Gran Canaria)";"Las Palmas";"Del 27/09/1927 al 17/12/1927"
"2171-2506";"La Voz (Madrid)";"Madrid";"Del 01/07/1920 al 27/03/1939"
"1576-5296";"La Voz de Almería";"Almería";"Del 10/10/1962 al 31/12/2009"
"2444-1104";"La Voz de Asturias";"Asturias";"De 1999 a 2009"
"2386-3617";"La Voz de Avilés";"Asturias";"De 1999 a 2007. 2014-"
"1888-5160";"La Voz de Galicia";"La Coruña";"2014-"
"1888-5128";"La Voz de Galicia (Ed. A Mariña)";"Lugo";"2014-"
"1888-4768";"La Voz de Galicia (Ed. Arousa)";"La Coruña";"2014-"
"1888-511X";"La Voz de Galicia (Ed. Barbanza)";"La Coruña";"2014-"
"1888-5152";"La Voz de Galicia (Ed. Carballo)";"La Coruña";"2014-"
"2173-6804";"La Voz de Galicia (Ed. de Deza y Tabeirós)";"Pontevedra";"2014-"
"1888-5179";"La Voz de Galicia (Ed. España)";"Madrid";"2014-"
"1888-5144";"La Voz de Galicia (Ed. Ferrol)";"La Coruña";"2014-"
"1888-5101";"La Voz de Galicia (Ed. Lemos)";"Lugo";"2014-"
"1888-4733";"La Voz de Galicia (Ed. Lugo)";"La Coruña";"2014-"
"1888-4741";"La Voz de Galicia (Ed. Ourense)";"Orense";"2014-"
"1888-4776";"La Voz de Galicia (Ed. Pontevedra)";"Pontevedra";"2014-"
"1888-5136";"La Voz de Galicia (Ed. Santiago)";"La Coruña";"2014-"
"1888-5098";"La Voz de Galicia (Ed. Vigo)";"Pontevedra";"2014-"
